sigma,N,alpha,functional_form,sigma_query_mult,mu_push_mean,mu_push_sd,mu_push_p25,mu_push_p975,mu_pull_mean,mu_pull_sd,mu_pull_p25,mu_pull_p975,mu_alpha_mean,cohens_d,ratio_push_pull,n_trials
0.2,100,0.0,quadratic,0.01,0.6402822821170385,0.031987518007493505,0.579063922279105,0.7053253942922755,3.1993999887084124e-05,1.5950050288291646e-06,2.89389485052795e-05,3.517410704944781e-05,0.6402822821170385,28.306373737118573,20012.57374435131,10000
0.2,100,0.0,quadratic,0.1,0.6404274444943878,0.03187950932609151,0.5792195237209781,0.7056254843159387,0.003200983833284112,0.0001595002354208943,0.0028964082341483236,0.0035211334654355023,0.6404274444943878,28.26778212820787,200.07206466810823,10000
0.2,100,0.0,quadratic,0.3,0.6399486536855824,0.03209185857911244,0.5790745509721259,0.7032830940063575,0.028798831691015204,0.0014461558646050492,0.026030658219173497,0.031718126904352745,0.6399486536855824,26.904647683026077,22.22134080130885,10000
0.2,100,0.0,l1,0.01,1.8060375771328478,0.04881344980793139,1.7120078880602023,1.9035150476854015,0.012771337060339564,0.0003410357781015873,0.012103016379104298,0.01344833096054904,1.8060375771328478,51.95288502657222,141.41335152302597,10000
0.2,100,0.0,l1,0.1,1.8064476911359488,0.048503780969479784,1.7117974831885954,1.9029642941204374,0.12762554361039027,0.003430858183849648,0.12098732213399618,0.13453950914619572,1.8064476911359488,48.827035282516114,14.154280091848964,10000
0.2,100,0.0,l1,0.3,1.8049085345822438,0.048526461486123496,1.7098258409701064,1.9005699907600218,0.3830188736126401,0.010241829806385374,0.3628689137574944,0.40300644529115714,1.8049085345822438,40.5451317846312,4.712322705036224,10000
0.2,100,0.0,log_quadratic,0.01,0.47702406381054013,0.018548174540048225,0.44087962001872966,0.5142020652653098,3.1990443354756855e-05,1.6085533842744089e-06,2.895889622398087e-05,3.516664550199099e-05,0.47702406381054013,36.36846608851823,14911.455228069182,10000
0.2,100,0.0,log_quadratic,0.1,0.47721913304159297,0.01865590552380013,0.4414804835404458,0.5140453808366003,0.0031932082389109213,0.00016138482095440066,0.002880084860067106,0.003518406300015246,0.47721913304159297,35.93225798160296,149.4481716621005,10000
0.2,100,0.0,log_quadratic,0.3,0.47693640356097294,0.01891953498518529,0.43988642207362927,0.5141060003116631,0.028303063776988834,0.001375050010965049,0.025628302663562343,0.030991483382504632,0.47693640356097294,33.44660836801311,16.851052144705807,10000
0.2,100,0.2,quadratic,0.01,0.6396165161238984,0.03191550045015123,0.5793569557491614,0.7037986855667472,3.1986913228688724e-05,1.5813210587889084e-06,2.8961241951182684e-05,3.5116802451402575e-05,0.5116996102817644,28.340746710089793,19996.193804353497,10000
0.2,100,0.2,quadratic,0.1,0.6403052583009643,0.03252144526385194,0.5774808127839195,0.7060394810011018,0.003200915976483834,0.000160881946674579,0.002892987730040603,0.0035319819135849434,0.5128843898360682,27.70450604699967,200.03813377329936,10000
0.2,100,0.2,quadratic,0.3,0.6400196107471161,0.03169717598357794,0.5796566986431345,0.7043694801033364,0.02877864660029383,0.0014479170462677108,0.025989839410063144,0.03166203425439067,0.5177714179177516,27.24295695391747,22.239392270120913,10000
0.2,100,0.2,l1,0.01,1.8053906411816592,0.04835463512772879,1.710425671183227,1.901019776462703,0.012767726737011957,0.0003373564170870347,0.012119589205389721,0.013435315513030939,1.44686605829273,52.42703072274695,141.40266927456003,10000
0.2,100,0.2,l1,0.1,1.8051999531094804,0.04813516217192298,1.7115225381102925,1.900237572266823,0.127686430642595,0.00339880110423818,0.12102835503372654,0.13439246064783839,1.4696972486161035,49.163030518777354,14.137758758112568,10000
0.2,100,0.2,l1,0.3,1.805285051315335,0.048600927939380846,1.7096578587527012,1.8991195682327593,0.3828439815636288,0.010153520347071366,0.3633852861622716,0.40295835102472577,1.5207968373649936,40.516145216091246,4.715458876856592,10000
0.2,100,0.2,log_quadratic,0.01,0.47696110955724497,0.018817607931461165,0.4402917280172171,0.5138752268892108,3.201504827321474e-05,1.6059562108170056e-06,2.8950924675452292e-05,3.528281847645869e-05,0.38157529065545065,35.84300373061592,14898.028748446164,10000
0.2,100,0.2,log_quadratic,0.1,0.47687404029405095,0.018682323803967598,0.4407140665835113,0.5139033381684314,0.0031927146390248987,0.00015894641739771522,0.002893871559430088,0.0035123548430942573,0.38213777516304576,35.855406369989396,149.3631890758941,10000
0.2,100,0.2,log_quadratic,0.3,0.47693433604283336,0.018532365749915344,0.44197864862324404,0.5133182806461853,0.028295594246966635,0.0013939882890901306,0.025658583789059528,0.031093732579130087,0.38720658768365995,34.13939108766538,16.855427452065687,10000
0.2,100,0.4,quadratic,0.01,0.6397419904527717,0.0321680161903544,0.5783784706853862,0.7030491154348536,3.1999905896088805e-05,1.5861318900356406e-06,2.898407133108207e-05,3.5138585112605165e-05,0.3838579942340214,28.123790356349858,19991.99599305585,10000
0.2,100,0.4,quadratic,0.1,0.6401320006801672,0.03160103833134896,0.579044376236413,0.702993517918726,0.0031986034923666144,0.00015793179579205,0.002898743648026603,0.0035180335367923895,0.3853586418050469,28.503765931906056,200.12858805657714,10000
0.2,100,0.4,quadratic,0.3,0.6404852961738227,0.03165784321422414,0.5792477740034484,0.7033248292647513,0.028810418617306027,0.001431607425614316,0.026083423900241414,0.0316793046612261,0.3958153451512159,27.296735604084272,22.231030540774295,10000
0.2,100,0.4,l1,0.01,1.8059150269049926,0.048672316557824766,1.7115189368955768,1.9033166365439205,0.01276084106103471,0.00034410153775336113,0.012096593779124885,0.013439601420791142,1.0886533525674094,52.10024458782192,141.5200626876674,10000
0.2,100,0.4,l1,0.1,1.8059046469865971,0.048151876860641624,1.7124865777291634,1.9012966419833666,0.1276682936907171,0.0034106593203922513,0.12108613908500582,0.13445883296785655,1.1346101056682452,49.166374313302754,14.145286936798046,10000
0.2,100,0.4,l1,0.3,1.8051274658576308,0.048184924808253975,1.7109395022625005,1.8989658304652048,0.38303463348860667,0.010195714198156599,0.36288162151271713,0.40298524897984017,1.236290332910021,40.833899847505116,4.712700387995918,10000
0.2,100,0.4,log_quadratic,0.01,0.477064356891437,0.018329111337651766,0.4414001209464385,0.5138301385779256,3.199004489228093e-05,1.6092597963584754e-06,2.8936112766731922e-05,3.518963910098248e-05,0.28625141015281913,36.80623833078735,14912.900513201554,10000
0.2,100,0.4,log_quadratic,0.1,0.4769123770617969,0.01842697394099837,0.4413441262219404,0.5131269987773915,0.0031985115929308344,0.00015935247488969633,0.0028945391061029847,0.003516996665363247,0.28742683087425047,36.35472251765065,149.1044703779849,10000
0.2,100,0.4,log_quadratic,0.3,0.47666857613180963,0.01874221107797125,0.4404792668166882,0.5140347242076099,0.028306335308924326,0.0013866161056720042,0.025607186911530383,0.031073422396511015,0.29732367980265556,33.73944032522567,16.83964281951847,10000
0.2,100,0.6,quadratic,0.01,0.6399108909479072,0.03225585120111743,0.5787240539930258,0.7057362380964864,3.199141914369082e-05,1.58422519988196e-06,2.8934433998801626e-05,3.516826028497037e-05,0.25598355123064914,28.054612828421032,20002.5790688972,10000
0.2,100,0.6,quadratic,0.1,0.6402856814395814,0.031865341802257585,0.5791174518288602,0.7025863844388359,0.003199977592024975,0.0001612698596749414,0.0028986661883720812,0.003523400325191281,0.2580342591310475,28.274095097253596,200.09067658327032,10000
0.2,100,0.6,quadratic,0.3,0.639939628400516,0.03192196708339435,0.5786496006880865,0.7029688918285162,0.02879769514882969,0.001433795974325561,0.026098489991243187,0.03169508330935403,0.2732544684495042,27.047666387395083,22.221904395238468,10000
0.2,100,0.6,l1,0.01,1.8058423115007456,0.04830300103035073,1.710943254730773,1.9008536046387223,0.012767979845040378,0.0003367182704637941,0.012123504103385183,0.01343280486947392,0.7299977125073226,52.49629161507688,141.43524139429238,10000
0.2,100,0.6,l1,0.1,1.8054392801822141,0.04807502041923191,1.7107874789141673,1.9004751819471204,0.12767619173460049,0.0034040381523483872,0.12098169256839961,0.13438870717232554,0.798781427113646,49.231173285993755,14.140767011089794,10000
0.2,100,0.6,l1,0.3,1.8047676533755121,0.0480649633009385,1.70999683145593,1.9003931442276352,0.3828629436885193,0.010200851161800636,0.363087476349776,0.4030915900510049,0.9516248275633165,40.925128120924896,4.713873941385649,10000
0.2,100,0.6,log_quadratic,0.01,0.47676666670460516,0.01860796990822453,0.44065449628750636,0.5130671001280799,3.1993449460726026e-05,1.6137082213396418e-06,2.8947747376305943e-05,3.520989914253087e-05,0.19072586275151854,36.23203613080494,14902.008840586766,10000
0.2,100,0.6,log_quadratic,0.1,0.4769179230363503,0.018414571257957903,0.44157850113268443,0.5140696645182546,0.003192338902159892,0.00015795008422692962,0.0028894255860408085,0.0035035896651244777,0.19268257255583607,36.38013032876022,149.39451532344336,10000
0.2,100,0.6,log_quadratic,0.3,0.47676720838155123,0.018522626722263465,0.44089387662153684,0.513394469136175,0.028300796977377182,0.0013963041047364057,0.02562856772304416,0.03116736318111401,0.2076873615390468,34.14380005032567,16.84642339799352,10000
0.2,100,0.8,quadratic,0.01,0.6406376917233507,0.032579565995128075,0.5780308666181415,0.7055459588299806,3.199595252425743e-05,1.5996959226860193e-06,2.893648824011644e-05,3.5201439460889795e-05,0.12815313510668952,27.807407321998614,20022.46037956386,10000
0.2,100,0.8,quadratic,0.1,0.6396958157703495,0.031793548914444886,0.5789635490845305,0.7041797666297349,0.0031984525584538353,0.00015922809893984818,0.0028942731812792964,0.003523475604148401,0.13049792520083298,28.311778512911022,200.0016583267957,10000
0.2,100,0.8,quadratic,0.3,0.6397827723037943,0.032007877892621904,0.5787429305537781,0.7040867952858801,0.028792551719376964,0.0014487336890636388,0.026094130775904015,0.03172488884490282,0.15099059583626043,26.967952599801905,22.220426259518703,10000
0.2,100,0.8,l1,0.01,1.8059064295847573,0.04813759211311315,1.7127175501640497,1.9014214472721784,0.012766160348972806,0.00034185100844749016,0.012105091356710899,0.013442857482254747,0.3713942141961296,52.678566468221454,141.4604219451203,10000
0.2,100,0.8,l1,0.1,1.8062368484522813,0.0484007539829827,1.7125731125647894,1.9020010589614178,0.12769159361465118,0.0033900980842556526,0.1211297791818774,0.13428954766899903,0.463400644582177,48.92526914869739,14.14530743427918,10000
0.2,100,0.8,l1,0.3,1.805371443855585,0.048552476838528424,1.7100980859051762,1.902007546945097,0.3829894275441998,0.010121570552467455,0.3629643394262829,0.40304321023124384,0.6674658308064769,40.55853929295298,4.713893684825626,10000
0.2,100,0.8,log_quadratic,0.01,0.47697241259830364,0.018667989590122402,0.4406494967837974,0.5139586751779729,3.1998681595982306e-05,1.6061091008418592e-06,2.896620650106194e-05,3.51910486346003e-05,0.0954200814649375,36.13113217426435,14906.002022851822,10000
0.2,100,0.8,log_quadratic,0.1,0.4770402276435103,0.018671454728734254,0.4404642055474826,0.5139002313393135,0.003193644888676482,0.00015969892186782836,0.0028869284912275248,0.0035106156910218005,0.09796296143964323,35.888781209965714,149.37171923369553,10000
0.2,100,0.8,log_quadratic,0.3,0.4768843060904973,0.018587955116181998,0.44153998723942434,0.5133037511685773,0.02830518129813384,0.0013928600562926566,0.02564662926946588,0.03112196620616087,0.11802100625660651,34.03349615149853,16.84795094818694,10000
0.2,100,1.0,quadratic,0.01,0.6400869721165161,0.032297517137198875,0.5777219341799754,0.7049163500960293,3.198535385685489e-05,1.5896655319290169e-06,2.892537538785974e-05,3.5202588570323954e-05,3.198535385685489e-05,28.026130863332764,20011.87715418496,10000
0.2,100,1.0,quadratic,0.1,0.6402077016878435,0.03201617964912132,0.5795270505630811,0.7039806560999012,0.003200960772266503,0.00015864715454955963,0.0029001299908588893,0.0035196243887726836,0.003200960772266503,28.137414345374967,200.00485705250674,10000
0.2,100,1.0,quadratic,0.3,0.6396918242490628,0.03203732748147758,0.5779492704373534,0.705016151612516,0.028803908339274875,0.0014387624094003083,0.02603593434585469,0.03170197514338348,0.028803908339274875,26.939079213548847,22.208507842556436,10000
0.2,100,1.0,l1,0.01,1.805304250189428,0.04786515883715457,1.709866842507532,1.8997979237101918,0.012756813074247524,0.0003401641479526905,0.012091591369884016,0.013415819701022633,0.012756813074247524,52.960878935950774,141.5168694314286,10000
0.2,100,1.0,l1,0.1,1.8058540180653355,0.04861803190883789,1.7107085233689174,1.9025643252223177,0.1276708814825003,0.003382520002361861,0.12100723600031814,0.13440032938675694,0.1276708814825003,48.697696751577645,14.144603664484464,10000
0.2,100,1.0,l1,0.3,1.8062464049291527,0.04790393923373189,1.7119564042871158,1.902048115148527,0.38302169016703846,0.01037054191265811,0.36292364448882886,0.4035767099349504,0.38302169016703846,41.064982499351046,4.71578098916914,10000
0.2,100,1.0,log_quadratic,0.01,0.4771380159220465,0.018452167177117264,0.4410797938494236,0.5130053870440875,3.198795805231589e-05,1.5965543765047918e-06,2.8958753964372106e-05,3.5157105514027795e-05,3.198795805231589e-05,36.56642639503782,14916.176116702838,10000
0.2,100,1.0,log_quadratic,0.1,0.4772233896378696,0.01869118878710547,0.4412766310664647,0.5142390485415871,0.0031946588105920856,0.00016127543364527385,0.002887761878408794,0.003519069767852318,0.0031946588105920856,35.86464801274781,149.38164540626573,10000
0.2,100,1.0,log_quadratic,0.3,0.47689238161512987,0.01860300560205021,0.44113060268792487,0.5136781423559721,0.02828968914580014,0.0013892041349667804,0.025634890411471694,0.03104707793585246,0.02828968914580014,34.00839901252901,16.857462772295214,10000
0.2,500,0.0,quadratic,0.01,0.6398944244220806,0.014308064596091954,0.6119084624938921,0.6680947956211398,3.1994591400601944e-05,7.127569240741361e-07,3.060724899104377e-05,3.33864147203707e-05,0.6398944244220806,63.24420183593082,20000.081151529932,10000
0.2,500,0.0,quadratic,0.1,0.640207411754035,0.014403364362264479,0.6120135602023467,0.6683714006556369,0.003200101435798314,7.081448884004053e-05,0.003062190584628566,0.0033381538673422717,0.640207411754035,62.544657427332204,200.05847458217383,10000
0.2,500,0.0,quadratic,0.3,0.6400231171748241,0.014194294794697497,0.6125156271817442,0.6677449174616609,0.028799273587480682,0.0006387586138772018,0.027590074548032608,0.030072486189236528,0.6400231171748241,60.83621206418273,22.22358543977471,10000
0.2,500,0.0,l1,0.01,1.8053989178411007,0.021498622429707345,1.7632557777423468,1.8480858435179048,0.012765859777684579,0.0001527779206796225,0.01246680514069204,0.013060327959149158,1.8053989178411007,117.91927504118603,141.42399723025602,10000
0.2,500,0.0,l1,0.1,1.8056157778891075,0.021702908084941724,1.7638761214991547,1.8488888501618466,0.12764613758894736,0.0015193755828046454,0.12472144573003296,0.13064977163142094,1.8056157778891075,109.07356365157847,14.14547915036524,10000
0.2,500,0.0,l1,0.3,1.805325145970696,0.021492549939802614,1.7640276853308188,1.8475985858628514,0.3829637314562699,0.004607223420246743,0.37375860206795936,0.39208222447277047,1.805325145970696,91.5126595370667,4.714089083855827,10000
0.2,500,0.0,log_quadratic,0.01,0.47694849043019705,0.008339868711218829,0.4605627119940641,0.4936189899708686,3.1997028400242e-05,7.130667506720523e-07,3.061143354624136e-05,3.340498061351332e-05,0.47694849043019705,80.87198899374201,14906.024536534454,10000
0.2,500,0.0,log_quadratic,0.1,0.47699522772449693,0.008390323744272019,0.46062126456538377,0.49339180233896707,0.0031946219887978144,7.154603742562602e-05,0.0030558153212180104,0.0033393144091373866,0.47699522772449693,79.85757204193199,149.31194657681473,10000
0.2,500,0.0,log_quadratic,0.3,0.4769286436334133,0.008328425352809518,0.46073815494246495,0.4934117762181805,0.028298188896988187,0.0006272746316602067,0.02708041500040469,0.02953936210297561,0.4769286436334133,75.96482157213835,16.853680826343393,10000
0.2,500,0.2,quadratic,0.01,0.6399850223746356,0.014319520684172839,0.6123352423830547,0.6683777694442976,3.200302287906532e-05,7.078562610118106e-07,3.062967823099583e-05,3.338035631453769e-05,0.5119944185042844,63.20255112612876,19997.642872457523,10000
0.2,500,0.2,quadratic,0.1,0.6399724034731291,0.014498358181796709,0.6118556126015983,0.6683756229183305,0.0031998590849600383,7.166741916387665e-05,0.0030592801018704545,0.003341392910046152,0.5126178945954953,62.11195469445218,200.0001832834215,10000
0.2,500,0.2,quadratic,0.3,0.6399862699584382,0.01423347596286065,0.6123307723547229,0.667745655476708,0.02880864087631514,0.0006453846484890305,0.027551398040526143,0.030091591189242747,0.5177507441420138,60.663223860758904,22.21508028463083,10000
0.2,500,0.2,l1,0.01,1.8055049651930266,0.021493599763733346,1.7634646118521877,1.8482474465025178,0.012764961252898315,0.00015190602941495378,0.01247238099981954,0.013068581803504616,1.446956964405001,117.95389970155435,141.44225974701507,10000
0.2,500,0.2,l1,0.1,1.805388027992092,0.02146829185609372,1.7633527409129464,1.84807218681006,0.12767960645515947,0.0015316578740182452,0.12469692631500098,0.13069025914542057,1.4698463436847053,110.23804134322273,14.13998741158508,10000
0.2,500,0.2,l1,0.3,1.8049275765802872,0.021566634434265427,1.7631933134407172,1.8473044291062066,0.3830181979979226,0.004552476693222042,0.37429924200723297,0.3918510386977304,1.5205457008638144,91.23010040826986,4.712380732860314,10000
0.2,500,0.2,log_quadratic,0.01,0.476894972958817,0.008288686537773668,0.46051276470853475,0.4930473463788107,3.199614308138251e-05,7.074890609588976e-07,3.060193950169781e-05,3.3365866223644764e-05,0.3815223775956698,81.36223799469326,14904.764356936079,10000
0.2,500,0.2,log_quadratic,0.1,0.47689422923598096,0.008319400607010943,0.46035740272629294,0.4934732126695981,0.0031936463697897276,7.156224224089636e-05,0.003056014115275025,0.003335554240029647,0.3821541126627427,80.52130649034105,149.32593468931253,10000
0.2,500,0.2,log_quadratic,0.3,0.477048105872554,0.008310956676181471,0.4605924794745419,0.49367369102338127,0.028284137780393463,0.000625255641221558,0.02707215481211814,0.029516248008682657,0.38729531225412195,76.14762803570927,16.86627711887485,10000
0.2,500,0.4,quadratic,0.01,0.6397904928226079,0.014359979471982044,0.6118945122908629,0.6683816208253852,3.199268768483331e-05,7.174405867617232e-07,3.059379647138073e-05,3.342064090665329e-05,0.38388709276863864,63.00532310442174,19998.02264584078,10000
0.2,500,0.4,quadratic,0.1,0.6398049919754356,0.014392216293669024,0.6120958471700828,0.6685376381951427,0.0031998296954570747,7.101136969377363e-05,0.0030642130849946997,0.0033387710733331958,0.3851629270634442,62.55358296389431,199.94970134935375,10000
0.2,500,0.4,quadratic,0.3,0.6401203030617401,0.014301884626534448,0.612352393280267,0.6681637609422765,0.028793780705407834,0.0006380672297873047,0.027554462566359975,0.03003285737174638,0.39558969411920714,60.389742718360154,22.231200189057404,10000
0.2,500,0.4,l1,0.01,1.8051469779113893,0.021755996102407832,1.7626875050921453,1.8479963320623312,0.012766381720833164,0.00015203555891199396,0.012467506440813049,0.01306561735598886,1.0881947394351668,116.50797529711731,141.39848058636784,10000
0.2,500,0.4,l1,0.1,1.8056040312651722,0.02176190249798529,1.76299053735109,1.848481249611793,0.12765538052863856,0.0015272061588530552,0.12464074581733699,0.1306638547062149,1.134424570970559,108.77522492196472,14.144362922956452,10000
0.2,500,0.4,l1,0.3,1.8053108651690735,0.02168758424481213,1.762741338764327,1.8472405793411655,0.3830628635449662,0.004519858538321784,0.37423869715121794,0.3919358553598253,1.2364116645194307,90.79181769304618,4.712831853399319,10000
0.2,500,0.4,log_quadratic,0.01,0.476928696177071,0.00837179184204725,0.4607365563610463,0.4937453945068133,3.1988614657516826e-05,7.051265564788388e-07,3.063629245509738e-05,3.3405367256609506e-05,0.28617001315210566,80.5602673858006,14909.326373875969,10000
0.2,500,0.4,log_quadratic,0.1,0.4768768740960083,0.00831147080903681,0.46054141232866164,0.4933388599186341,0.003192930873936195,7.220333544386646e-05,0.00305167020746325,0.003335071462043354,0.28740329680717946,80.59523954343975,149.35396127386934,10000
0.2,500,0.4,log_quadratic,0.3,0.4770828109763763,0.00839956578978277,0.46068604142880604,0.4934462659651033,0.028291220710279254,0.0006219900362507185,0.027080918525434747,0.029519231869493897,0.2975661748699375,75.35557891446996,16.86328122289309,10000
0.2,500,0.6,quadratic,0.01,0.6398893022568631,0.014259015674272117,0.6125144676902239,0.668421573882027,3.199951098444948e-05,7.076804224164769e-07,3.061145634126052e-05,3.336554861751577e-05,0.2559749206093359,63.46124410571729,19996.846282051763,10000
0.2,500,0.6,quadratic,0.1,0.6397629976969809,0.01446228510420817,0.6118405507639026,0.6691086359573001,0.0032010089755872043,7.128665392188349e-05,0.0030639429293789476,0.0033441075231989423,0.2578258044641447,62.24629477335581,199.86291902840432,10000
0.2,500,0.6,quadratic,0.3,0.6399871778070999,0.014168822343209998,0.6121417594067394,0.667909569797572,0.028802505822268187,0.0006463381796079737,0.027555836160976985,0.03007141949410509,0.27327637461620086,60.93997949330663,22.219843709303387,10000
0.2,500,0.6,l1,0.01,1.8051742427260178,0.021652741047179642,1.7628455027758774,1.8481282256798095,0.012766995967363335,0.00015264832173213214,0.01246856175308626,0.013070144901467703,0.7297298946708254,117.0652548455657,141.3938131836683,10000
0.2,500,0.6,l1,0.1,1.8057538118893048,0.021452939271896957,1.7642549123356617,1.8479626843160593,0.12767174594102693,0.0015294779806830391,0.12470647709789451,0.13068801390468757,0.7989045723203381,110.34189675734967,14.143723018587085,10000
0.2,500,0.6,l1,0.3,1.8054440849538562,0.021780442998561574,1.762611670038951,1.8475864038075798,0.3829369702366831,0.004596930267226623,0.37411226575336753,0.39195071517857055,0.9519398161235522,90.37308036286669,4.714729120664321,10000
0.2,500,0.6,log_quadratic,0.01,0.4770669448495286,0.008390482312993905,0.46086608909012683,0.49350494470907325,3.1990040799246655e-05,7.152551337560282e-07,3.063793475788414e-05,3.3432191594655446e-05,0.19084597196429098,80.40411447153073,14912.98332013266,10000
0.2,500,0.6,log_quadratic,0.1,0.47696816006568415,0.008288644269662493,0.46091239907524856,0.4934385126473884,0.0031924662059838434,7.126118564947055e-05,0.003055424237356196,0.0033341796033198477,0.192702743749864,80.83291171858015,149.40429413839126,10000
0.2,500,0.6,log_quadratic,0.3,0.47694467001156954,0.008285612633550384,0.4610949507266611,0.49336485189478685,0.028296528955439628,0.0006201786258948134,0.027105171049746454,0.02952040100689728,0.2077557853778916,76.36301480152696,16.85523587584347,10000
0.2,500,0.8,quadratic,0.01,0.6399995349128603,0.014417911177469453,0.6120662205304283,0.6686448387612672,3.1989589716955276e-05,7.117858218218785e-07,3.0616167099077176e-05,3.3383792158754725e-05,0.1280254986543456,62.77267003739129,20006.494005568464,10000
0.2,500,0.8,quadratic,0.1,0.6397838337513764,0.014220632800886314,0.6126336080933392,0.6683201840017429,0.003199775606460225,7.140408902733238e-05,0.003060743290560982,0.0033403803845790787,0.13051658723544343,63.30621658411891,199.94646888978002,10000
0.2,500,0.8,quadratic,0.3,0.6399778036410513,0.01441381968404218,0.6125038799355773,0.6689684030510936,0.028800175348198957,0.0006405946789961557,0.027569924900321768,0.030057805373981384,0.15103570100676944,59.906628465096965,22.221316221294217,10000
0.2,500,0.8,l1,0.01,1.805269215608017,0.0215810439290546,1.7631250561769822,1.847696375496839,0.012764442387909329,0.00015347300575202996,0.012466937967992123,0.013065975742347986,0.3712653970319308,117.46051167530322,141.42954002581382,10000
0.2,500,0.8,l1,0.1,1.805466993045023,0.02168871568982133,1.7624318218025454,1.8475908313878224,0.12767023149908832,0.0015343913591303274,0.12468871690466572,0.13076459102494561,0.4632295838082752,109.12805161146744,14.141644233314604,10000
0.2,500,0.8,l1,0.3,1.8055331247055095,0.021720146947606482,1.7627675968258154,1.8488787847256996,0.3830201963482004,0.004625546465072596,0.3738813070277149,0.3921349996979523,0.6675227820196622,90.589339653758,4.713937128955243,10000
0.2,500,0.8,log_quadratic,0.01,0.4769923589109597,0.008270993230005682,0.46082562338388905,0.49352157717298334,3.2001929740315126e-05,7.227950184245341e-07,3.060719977625101e-05,3.345534253352919e-05,0.09542407332598415,81.55293859200357,14905.112372334792,10000
0.2,500,0.8,log_quadratic,0.1,0.47713542564921424,0.008311071251997716,0.46103003434101353,0.49354224376949085,0.0031939243316494196,7.104149141536694e-05,0.0030572085159476514,0.003334560345777366,0.09798222459516236,80.64303551737075,149.3884563642151,10000
0.2,500,0.8,log_quadratic,0.3,0.47685598802824253,0.008408713018433217,0.46026322131756914,0.49327891181694716,0.028301412681849797,0.0006188971614070921,0.02708505108495414,0.029510893715570613,0.11801232775112833,75.23632859921108,16.84919383314243,10000
0.2,500,1.0,quadratic,0.01,0.6398452898906343,0.014521507895866,0.6122476714236352,0.6686987379564138,3.202153782027651e-05,7.148701381558893e-07,3.0655872185929474e-05,3.346869557964409e-05,3.202153782027651e-05,62.30982394410946,19981.71647726034,10000
0.2,500,1.0,quadratic,0.1,0.639640189439307,0.014271404502794833,0.6121231144159023,0.6680124629620888,0.0032003619933998217,7.291669840019283e-05,0.0030610321453761196,0.0033438782728167893,0.0032003619933998217,63.06667908473131,199.86494988955977,10000
0.2,500,1.0,quadratic,0.3,0.639972499752931,0.014341080079799187,0.6122403489751869,0.6687745700895632,0.028800651793969814,0.0006460137413820684,0.027559386338478677,0.030069370265658237,0.028800651793969814,60.20829026733816,22.220764458078214,10000
0.2,500,1.0,l1,0.01,1.805031076057945,0.021530616293940954,1.7630448691943315,1.8472916149901173,0.012768754032889072,0.00015217904100549244,0.012476492634951694,0.01307063258731899,0.012768754032889072,117.71973172063639,141.3631331145265,10000
0.2,500,1.0,l1,0.1,1.805508145333052,0.021921196300441124,1.7622140610388939,1.8480910737503835,0.1276422159010509,0.0015307908697462045,0.12467844086901339,0.13061400773902915,0.1276422159010509,107.98207514953471,14.145070520655125,10000
0.2,500,1.0,l1,0.3,1.8054602724767415,0.021582300584433133,1.763160425805866,1.8468712961225573,0.383030129491253,0.004600982489095549,0.37399832238618125,0.3920893530750949,0.383030129491253,91.15850359701328,4.713624682410191,10000
0.2,500,1.0,log_quadratic,0.01,0.47689593897792637,0.008221348994003595,0.46094906554169124,0.4933299251125405,3.199857590749146e-05,7.258728499602585e-07,3.0589499482188894e-05,3.343946887305381e-05,3.199857590749146e-05,82.028806925305,14903.661349075106,10000
0.2,500,1.0,log_quadratic,0.1,0.47691242363414377,0.008283175462037313,0.4605540625487916,0.49320938965330274,0.0031934055434212436,7.13948540044609e-05,0.0030530079422535763,0.0033345414399946656,0.0031934055434212436,80.87658883004454,149.3428933937421,10000
0.2,500,1.0,log_quadratic,0.3,0.47688730416078495,0.008312908030246025,0.4606904288580945,0.49315723351129626,0.028304360293336727,0.0006265017122795862,0.02707396510339638,0.029541464012697447,0.028304360293336727,76.09829031980684,16.848545567484575,10000
0.2,1000,0.0,quadratic,0.01,0.6400580929151334,0.010194047467770613,0.620222065334892,0.6601237095338633,3.199733883533062e-05,5.078541024656608e-07,3.1014591172936035e-05,3.3000599732781594e-05,0.6400580929151334,88.7904030636637,20003.47892082819,10000
0.2,1000,0.0,quadratic,0.1,0.6400096815706058,0.010204062328787303,0.6200606800903686,0.6601932779842475,0.0031998691787164576,5.0989671401732106e-05,0.003100081918521216,0.003299769380028976,0.6400096815706058,88.25640227720442,200.01120227900336,10000
0.2,1000,0.0,quadratic,0.3,0.6401003985952788,0.010092664647193777,0.6206540900655625,0.6603975218021354,0.02880514364916894,0.0004542239619494662,0.027912024257650183,0.029696063715899192,0.6401003985952788,85.56985508171601,22.22173950567146,10000
0.2,1000,0.0,l1,0.01,1.8054308083867516,0.015214560939931785,1.7753650988099758,1.8352964857881269,0.012765224503356046,0.000106265194831204,0.012558192853989557,0.01297574303905062,1.8054308083867516,166.62657285514604,141.4335335749163,10000
0.2,1000,0.0,l1,0.1,1.8053227049504341,0.0154914420029636,1.7745654886674513,1.8356694432260854,0.1276751095790115,0.0010937977828571225,0.12555395424695903,0.1298149998533154,1.8053227049504341,152.77209655758384,14.139973804629584,10000
