sigma,N,alpha,functional_form,sigma_query_mult,mu_push_mean,mu_push_sd,mu_push_p25,mu_push_p975,mu_pull_mean,mu_pull_sd,mu_pull_p25,mu_pull_p975,mu_alpha_mean,cohens_d,ratio_push_pull,n_trials
0.1,500,0.2,l1,0.3,0.9026400746162282,0.01077264899022574,0.8819023613176876,0.9238412888663026,0.19147629676536562,0.002288536091813525,0.1870375369860772,0.19601965445002786,0.7604073190460557,91.3223014903491,4.7141086905515,10000
0.1,500,0.2,log_quadratic,0.01,0.14612299248866215,0.0030084429816737953,0.14033737883042682,0.1521489503574432,7.997546412038183e-06,1.7902730420325026e-07,7.650858948902827e-06,8.351743375242612e-06,0.11689999350021214,68.68596426998371,18270.97774246271,10000
0.1,500,0.2,log_quadratic,0.1,0.14612852123231881,0.0030177161589097475,0.14021863159834322,0.15218862028713956,0.0007997923505346706,1.8125903819663483e-05,0.0007646601541315511,0.0008358589103957763,0.11706277545596201,68.10519650718277,182.70807558315627,10000
0.1,500,0.2,log_quadratic,0.3,0.14612772328853335,0.003013505485192545,0.1403178976786222,0.1519978212263393,0.00716903497102785,0.0001592841876799279,0.0068576409585366935,0.007484994175550121,0.11833598562503225,65.12127410883872,20.383179030242967,10000
0.1,500,0.4,quadratic,0.01,0.1600192163646328,0.0035639298815955656,0.15315203474479758,0.16703673399075442,8.003201938501458e-06,1.8068528936891445e-07,7.651825064657301e-06,8.357229079605825e-06,0.09601473109955506,63.494522904116714,19994.399440906178,10000
0.1,500,0.4,quadratic,0.1,0.1599557412875979,0.0035981208478814432,0.15298851445870906,0.16702377196778442,0.0008000732098616892,1.792028432555341e-05,0.000765467135119537,0.0008353591925264934,0.09629347405650342,62.55412820793124,199.92638088113196,10000
0.1,500,0.4,quadratic,0.3,0.16003643407596338,0.0035629301128016076,0.15312139001554792,0.16709319376574056,0.007200320649046024,0.0001621223537723709,0.006887847039045913,0.007518607591118825,0.09890198870519644,60.60166340698282,22.226292671725215,10000
0.1,500,0.4,l1,0.01,0.9028717791527661,0.010926145782432636,0.8817548043930902,0.924391775170905,0.00638333906390886,7.619560061574537e-05,0.006233813306814827,0.006532904784391999,0.5442764031172231,116.03316559496508,141.44192719725112,10000
0.1,500,0.4,l1,0.1,0.9027916456172026,0.010778355307891726,0.8816165200800209,0.9239009015468932,0.06382119090422131,0.0007651941950511087,0.06232570937709386,0.06533429509586726,0.5672034637320101,109.80382673391175,14.145640857314204,10000
0.1,500,0.4,l1,0.3,0.902833687587783,0.010748777862226633,0.8817439373718085,0.9239311315610319,0.19147688553141565,0.002308336875925987,0.18693530954616924,0.19590218258224462,0.6182909667652361,91.50669009066416,4.715105351134693,10000
